AAPL,Date_AAPL,MSFT,Date_MSFT,AMZN,Date_AMZN,TSLA,Date_TSLA,GOOGL,Date_GOOGL,META,Date_META,NVDA,Date_NVDA,JPM,Date_JPM,WMT,Date_WMT,NFLX,Date_NFLX
126.36685943603516,2021-06-15,247.94725036621094,2021-06-15,169.156494140625,2021-06-15,199.7866668701172,2021-06-15,120.35230255126953,2021-06-15,334.1279296875,2021-06-15,17.727182388305664,2021-06-15,136.76055908203125,2021-06-15,43.78126525878906,2021-06-15,49.189998626708984,2021-06-15
126.86395263671875,2021-06-16,247.0067901611328,2021-06-16,170.7624969482422,2021-06-16,201.6233367919922,2021-06-16,119.71099853515625,2021-06-16,328.50201416015625,2021-06-16,17.748855590820312,2021-06-16,137.72120666503906,2021-06-16,42.8900032043457,2021-06-16,49.24100112915039,2021-06-16
128.4625701904297,2021-06-17,250.38485717773438,2021-06-17,174.46200561523438,2021-06-17,205.53334045410156,2021-06-17,120.67347717285156,2021-06-17,333.88983154296875,2021-06-17,18.592939376831055,2021-06-17,133.74652099609375,2021-06-17,43.06825256347656,2021-06-17,49.83399963378906,2021-06-17
127.16613006591797,2021-06-18,248.97410583496094,2021-06-18,174.34500122070312,2021-06-18,207.77000427246094,2021-06-18,119.05531311035156,2021-06-18,327.0931701660156,2021-06-18,18.57450294494629,2021-06-18,130.36231994628906,2021-06-18,42.27080154418945,2021-06-18,50.07699966430664,2021-06-18
128.9596710205078,2021-06-21,252.045166015625,2021-06-21,172.697998046875,2021-06-21,206.94332885742188,2021-06-21,120.74185180664062,2021-06-21,329.70263671875,2021-06-21,18.36373519897461,2021-06-21,132.5744171142578,2021-06-21,42.65545654296875,2021-06-21,49.70000076293945,2021-06-21
130.5972900390625,2021-06-22,254.8091583251953,2021-06-22,175.27200317382812,2021-06-22,207.90333557128906,2021-06-22,121.25530242919922,2021-06-22,336.39019775390625,2021-06-22,18.8216495513916,2021-06-22,132.38055419921875,2021-06-22,42.85245895385742,2021-06-22,50.88199996948242,2021-06-22
130.32432556152344,2021-06-23,254.57872009277344,2021-06-23,175.1909942626953,2021-06-23,218.85667419433594,2021-06-23,121.05359649658203,2021-06-23,337.93804931640625,2021-06-23,18.991561889648438,2021-06-23,133.18251037597656,2021-06-23,42.517852783203125,2021-06-23,51.27399826049805,2021-06-23
130.04165649414062,2021-06-24,255.94149780273438,2021-06-24,172.45399475097656,2021-06-24,226.60667419433594,2021-06-24,121.42330169677734,2021-06-24,340.50787353515625,2021-06-24,19.139297485351562,2021-06-24,134.4075469970703,2021-06-24,42.81494140625,2021-06-24,51.805999755859375,2021-06-24
129.7492218017578,2021-06-25,254.33883666992188,2021-06-25,170.072998046875,2021-06-25,223.9566650390625,2021-06-25,121.43173217773438,2021-06-25,338.7119445800781,2021-06-25,18.96540069580078,2021-06-25,135.7647247314453,2021-06-25,43.32155227661133,2021-06-25,52.707000732421875,2021-06-25
131.37705993652344,2021-06-28,257.8896484375,2021-06-28,172.1945037841797,2021-06-28,229.57333374023438,2021-06-28,121.45899200439453,2021-06-28,352.87091064453125,2021-06-28,19.916112899780273,2021-06-28,136.01148986816406,2021-06-28,43.18708419799805,2021-06-28,53.303001403808594,2021-06-28
132.887939453125,2021-06-29,260.4617004394531,2021-06-29,172.40699768066406,2021-06-29,226.9199981689453,2021-06-29,121.19781494140625,2021-06-29,349.1500549316406,2021-06-29,19.957719802856445,2021-06-29,135.84402465820312,2021-06-29,42.93690872192383,2021-06-29,53.349998474121094,2021-06-29
133.50201416015625,2021-06-30,259.9817810058594,2021-06-30,172.00799560546875,2021-06-30,226.56666564941406,2021-06-30,121.01642608642578,2021-06-30,345.0025939941406,2021-06-30,19.933547973632812,2021-06-30,137.077880859375,2021-06-30,44.100242614746094,2021-06-30,52.82099914550781,2021-06-30
133.80421447753906,2021-07-01,260.6536560058594,2021-07-01,171.64849853515625,2021-07-01,225.97332763671875,2021-07-01,121.3683090209961,2021-07-01,351.63055419921875,2021-07-01,20.14232635498047,2021-07-01,138.43505859375,2021-07-01,43.56859588623047,2021-07-01,53.354000091552734,2021-07-01
136.42630004882812,2021-07-02,266.4598693847656,2021-07-02,175.5489959716797,2021-07-02,226.3000030517578,2021-07-02,124.15657806396484,2021-07-02,351.9382019042969,2021-07-02,20.416378021240234,2021-07-02,138.30210876464844,2021-07-02,43.81566619873047,2021-07-02,53.39799880981445,2021-07-02
138.4342803955078,2021-07-06,266.4693908691406,2021-07-06,183.78700256347656,2021-07-06,219.86000061035156,2021-07-06,125.08087921142578,2021-07-06,350.0331726074219,2021-07-06,20.627151489257812,2021-07-06,135.9797821044922,2021-07-06,43.76249694824219,2021-07-06,54.16400146484375,2021-07-06
140.9198760986328,2021-07-07,268.6478271484375,2021-07-07,184.82899475097656,2021-07-07,214.88333129882812,2021-07-07,125.36238861083984,2021-07-07,347.76092529296875,2021-07-07,20.301528930664062,2021-07-07,136.1393280029297,2021-07-07,43.69056701660156,2021-07-07,53.59600067138672,2021-07-07
139.62350463867188,2021-07-08,266.2391052246094,2021-07-08,186.57049560546875,2021-07-08,217.60333251953125,2021-07-08,123.9449462890625,2021-07-08,342.9585876464844,2021-07-08,19.834144592285156,2021-07-08,133.79039001464844,2021-07-08,43.65304183959961,2021-07-08,53.07600021362305,2021-07-08
141.44627380371094,2021-07-09,266.7381286621094,2021-07-09,185.9669952392578,2021-07-09,218.98333740234375,2021-07-09,124.41529083251953,2021-07-09,347.6914978027344,2021-07-09,19.981136322021484,2021-07-09,138.07167053222656,2021-07-09,43.87507629394531,2021-07-09,53.597999572753906,2021-07-09
140.85165405273438,2021-07-12,266.14306640625,2021-07-12,185.92750549316406,2021-07-12,228.56666564941406,2021-07-12,125.85948944091797,2021-07-12,350.41021728515625,2021-07-12,20.441795349121094,2021-07-12,140.04827880859375,2021-07-12,43.796897888183594,2021-07-12,53.73099899291992,2021-07-12
141.96287536621094,2021-07-13,269.6556091308594,2021-07-13,183.8679962158203,2021-07-13,222.84666442871094,2021-07-13,126.22225189208984,2021-07-13,349.3485107421875,2021-07-13,20.180194854736328,2021-07-13,137.9652557373047,2021-07-13,43.962642669677734,2021-07-13,54.06800079345703,2021-07-13
145.38426208496094,2021-07-14,271.1239318847656,2021-07-14,184.08399963378906,2021-07-14,217.7933349609375,2021-07-14,127.10989379882812,2021-07-14,344.9231872558594,2021-07-14,19.773103713989258,2021-07-14,137.49549865722656,2021-07-14,44.26597595214844,2021-07-14,54.79499816894531,2021-07-14
144.7311553955078,2021-07-15,269.7035827636719,2021-07-15,181.55999755859375,2021-07-15,216.86666870117188,2021-07-15,125.88870239257812,2021-07-15,341.7779235839844,2021-07-15,18.90087890625,2021-07-15,137.79690551757812,2021-07-15,44.300384521484375,2021-07-15,54.29499816894531,2021-07-15
142.69390869140625,2021-07-16,269.4349060058594,2021-07-16,178.68150329589844,2021-07-16,214.74000549316406,2021-07-16,125.8540267944336,2021-07-16,338.50360107421875,2021-07-16,18.098398208618164,2021-07-16,134.65025329589844,2021-07-16,44.26910400390625,2021-07-16,53.03099822998047,2021-07-16
138.8533477783203,2021-07-19,265.8456726074219,2021-07-19,177.47950744628906,2021-07-19,215.4066619873047,2021-07-19,123.48306274414062,2021-07-19,334.3264465332031,2021-07-19,18.715017318725586,2021-07-19,130.27149963378906,2021-07-19,44.16591262817383,2021-07-19,53.22800064086914,2021-07-19
142.45997619628906,2021-07-20,268.06243896484375,2021-07-20,178.6595001220703,2021-07-20,220.1666717529297,2021-07-20,125.10021209716797,2021-07-20,338.9997253417969,2021-07-20,18.54784393310547,2021-07-20,132.70016479492188,2021-07-20,44.36604690551758,2021-07-20,53.10499954223633,2021-07-20
141.72891235351562,2021-07-21,270.0586242675781,2021-07-21,179.25999450683594,2021-07-21,218.42999267578125,2021-07-21,126.42793273925781,2021-07-21,343.53411865234375,2021-07-21,19.34309959411621,2021-07-21,135.49229431152344,2021-07-21,44.14714813232422,2021-07-21,51.362998962402344,2021-07-21
143.09361267089844,2021-07-22,274.607666015625,2021-07-22,181.90150451660156,2021-07-22,216.4199981689453,2021-07-22,127.29275512695312,2021-07-22,348.4555358886719,2021-07-22,19.526464462280273,2021-07-22,133.78155517578125,2021-07-22,44.17842102050781,2021-07-22,51.176998138427734,2021-07-22
144.8091278076172,2021-07-23,277.9953308105469,2021-07-23,182.83200073242188,2021-07-23,214.4600067138672,2021-07-23,131.84588623046875,2021-07-23,366.9106750488281,2021-07-23,19.490585327148438,2021-07-23,133.52452087402344,2021-07-23,44.541175842285156,2021-07-23,51.54100036621094,2021-07-23
145.22833251953125,2021-07-26,277.40032958984375,2021-07-26,184.99099731445312,2021-07-26,219.2066650390625,2021-07-26,132.85690307617188,2021-07-26,369.55987548828125,2021-07-26,19.227495193481445,2021-07-26,134.4197540283203,2021-07-26,44.603721618652344,2021-07-26,51.64899826049805,2021-07-26
143.06436157226562,2021-07-27,274.991455078125,2021-07-27,181.3195037841797,2021-07-27,214.92666625976562,2021-07-27,130.74069213867188,2021-07-27,364.9460754394531,2021-07-27,19.141786575317383,2021-07-27,134.24249267578125,2021-07-27,44.60685729980469,2021-07-27,51.89099884033203,2021-07-27
141.31951904296875,2021-07-28,274.6843566894531,2021-07-28,181.51600646972656,2021-07-28,215.66000366210938,2021-07-28,134.8978271484375,2021-07-28,370.3735046386719,2021-07-28,19.435775756835938,2021-07-28,134.46412658691406,2021-07-28,44.42546081542969,2021-07-28,51.93000030517578,2021-07-28
141.96287536621094,2021-07-29,274.9531555175781,2021-07-29,179.99600219726562,2021-07-29,225.78334045410156,2021-07-29,134.58409118652344,2021-07-29,355.52996826171875,2021-07-29,19.59422492980957,2021-07-29,135.6163787841797,2021-07-29,44.48175811767578,2021-07-29,51.42499923706055,2021-07-29
142.1773223876953,2021-07-30,273.42718505859375,2021-07-30,166.37950134277344,2021-07-30,229.06666564941406,2021-07-30,133.54234313964844,2021-07-30,353.52569580078125,2021-07-30,19.431785583496094,2021-07-30,134.53500366210938,2021-07-30,44.578697204589844,2021-07-30,51.75699996948242,2021-07-30
141.8458709716797,2021-08-02,273.3408508300781,2021-08-02,166.57400512695312,2021-08-02,236.55667114257812,2021-08-02,133.6692352294922,2021-08-02,349.2095947265625,2021-08-02,19.681922912597656,2021-08-02,133.99429321289062,2021-08-02,44.475502014160156,2021-08-02,51.51499938964844,2021-08-02
143.6394500732422,2021-08-03,275.5481262207031,2021-08-03,168.31199645996094,2021-08-03,236.5800018310547,2021-08-03,134.4379119873047,2021-08-03,348.505126953125,2021-08-03,19.746700286865234,2021-08-03,135.5188751220703,2021-08-03,44.97585678100586,2021-08-03,51.082000732421875,2021-08-03
143.23974609375,2021-08-04,274.962646484375,2021-08-04,167.73599243164062,2021-08-04,236.97332763671875,2021-08-04,133.93785095214844,2021-08-04,356.1253356933594,2021-08-04,20.204113006591797,2021-08-04,134.05633544921875,2021-08-04,44.66939926147461,2021-08-04,51.73500061035156,2021-08-04
143.3470001220703,2021-08-05,277.8513488769531,2021-08-05,168.79949951171875,2021-08-05,238.2100067138672,2021-08-05,135.053955078125,2021-08-05,360.14373779296875,2021-08-05,20.565866470336914,2021-08-05,135.74935913085938,2021-08-05,45.49810791015625,2021-08-05,52.48899841308594,2021-08-05
142.66366577148438,2021-08-06,277.7937927246094,2021-08-06,167.2469940185547,2021-08-06,233.03334045410156,2021-08-06,134.5454559326172,2021-08-06,360.6795959472656,2021-08-06,20.29580307006836,2021-08-06,139.6051025390625,2021-08-06,45.41679763793945,2021-08-06,52.05500030517578,2021-08-06
142.61485290527344,2021-08-09,276.70941162109375,2021-08-09,167.093505859375,2021-08-09,237.9199981689453,2021-08-09,135.70962524414062,2021-08-09,358.7944030761719,2021-08-09,20.225046157836914,2021-08-09,139.45443725585938,2021-08-09,45.52626037597656,2021-08-09,51.99700164794922,2021-08-09
142.1365203857422,2021-08-10,274.89556884765625,2021-08-10,166.03399658203125,2021-08-10,236.663330078125,2021-08-10,135.6045684814453,2021-08-10,358.3181457519531,2021-08-10,19.867280960083008,2021-08-10,141.1651153564453,2021-08-10,46.495697021484375,2021-08-10,51.58399963378906,2021-08-10
142.39035034179688,2021-08-11,275.38494873046875,2021-08-11,164.60549926757812,2021-08-11,235.94000244140625,2021-08-11,135.08119201660156,2021-08-11,357.15716552734375,2021-08-11,19.63109588623047,2021-08-11,142.8492431640625,2021-08-11,46.91161346435547,2021-08-11,51.2400016784668,2021-08-11
145.3482208251953,2021-08-12,278.1296691894531,2021-08-12,165.1750030517578,2021-08-12,240.75,2021-08-12,135.98817443847656,2021-08-12,359.8262634277344,2021-08-12,19.836389541625977,2021-08-12,143.4076690673828,2021-08-12,46.786075592041016,2021-08-12,51.071998596191406,2021-08-12
