AAPL,Date_AAPL,MSFT,Date_MSFT,AMZN,Date_AMZN,TSLA,Date_TSLA,GOOGL,Date_GOOGL,META,Date_META,NVDA,Date_NVDA,JPM,Date_JPM,WMT,Date_WMT,NFLX,Date_NFLX,Log Returns (AAPL),Log Returns (MSFT),Log Returns (AMZN),Log Returns (TSLA),Log Returns (GOOGL),Log Returns (META),Log Returns (NVDA),Log Returns (JPM),Log Returns (WMT),Log Returns (NFLX),Rolling Mean (AAPL),Rolling Mean (MSFT),Rolling Mean (AMZN),Rolling Mean (TSLA),Rolling Mean (GOOGL),Rolling Mean (META),Rolling Mean (NVDA),Rolling Mean (JPM),Rolling Mean (WMT),Rolling Mean (NFLX),Rolling Std (AAPL),Rolling Std (MSFT),Rolling Std (AMZN),Rolling Std (TSLA),Rolling Std (GOOGL),Rolling Std (META),Rolling Std (NVDA),Rolling Std (JPM),Rolling Std (WMT),Rolling Std (NFLX)
,2021-06-15,,2021-06-15,,2021-06-15,,2021-06-15,,2021-06-15,,2021-06-15,,2021-06-15,,2021-06-15,,2021-06-15,,2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.003933730749518416,2021-06-16,-0.003792985014712036,2021-06-16,0.0094941835711142,2021-06-16,0.009193155632698069,2021-06-16,-0.005328556267879314,2021-06-16,-0.0168376092732071,2021-06-16,0.0012225971414918657,2021-06-16,0.007024302835963114,2021-06-16,-0.0203571561757101,2021-06-16,0.0010368469986847817,2021-06-16,0.003926013861533098,-0.003800196623832162,0.009449397061352359,0.009151155788618984,-0.005342803658382105,-0.016980973367149477,0.0012218503782051417,0.006999747343879803,-0.020567218821021457,0.0010363098441014554,,,,,,,,,,,,,,,,,,,,
0.012601038517920493,2021-06-17,0.013676008721857258,2021-06-17,0.02166464377780497,2021-06-17,0.019392614586788648,2021-06-17,0.00804001845672242,2021-06-17,0.016401170009830546,2021-06-17,0.04755708229702971,2021-06-17,-0.028860374993753934,2021-06-17,0.004155965162362163,2021-06-17,0.012042779209207044,2021-06-17,0.012522306148564047,0.013583336086449231,0.02143330072900694,0.0192069740346885,0.008007869711042025,0.01626812359448701,0.0464608651690669,-0.029285025965256,0.004147352992154074,0.01197084191769704,,,,,,,,,,,,,,,,,,,,
-0.010091967820587189,2021-06-18,-0.005634331719078678,2021-06-18,-0.0006706583139327593,2021-06-18,0.010882243306208572,2021-06-18,-0.01340944257520782,2021-06-18,-0.02035599989836301,2021-06-18,-0.0009915824233652781,2021-06-18,-0.02530309592055502,2021-06-18,-0.018515982697737243,2021-06-18,0.0048761895955229395,2021-06-18,-0.010143236957147249,-0.005650264441050659,-0.000670883305820527,0.010823457790849946,-0.013500161052552615,-0.020566038516717698,-0.0009920743664447351,-0.025628723924467547,-0.018689549349033815,0.004864339489666221,,,,,,,,,,,,,,,,,,,,
0.01410392023143392,2021-06-21,0.012334857757054563,2021-06-21,-0.009446804682075038,2021-06-21,-0.003978800587379094,2021-06-21,0.014166009497835752,2021-06-21,0.007977746986921108,2021-06-21,-0.011347154031329021,2021-06-21,0.016968838609808135,2021-06-21,0.00909978010180823,2021-06-21,-0.007528384365964702,2021-06-21,0.014005385353057146,0.012259403245920317,-0.009491708765252797,-0.003986737073227453,0.014066609222238617,0.007946093003625547,-0.011412024178192577,0.016826476095329553,0.009058626573158516,-0.0075568656871418585,,,,,,,,,,,,,,,,,,,,
0.012698691037248855,2021-06-22,0.010966257965840054,2021-06-22,0.01490466106187549,2021-06-22,0.004638983624973836,2021-06-22,0.004252466024629475,2021-06-22,0.0202836140520799,2021-06-22,0.02493579587460837,2021-06-22,-0.0014622950585706507,2021-06-22,0.004618457446123436,2021-06-22,0.02378267984704685,2021-06-22,0.012618738807867748,0.010906564571231344,0.014794678093753032,0.004628256702323365,0.00424344984261844,0.020080641638845917,0.024629972457405547,-0.0014633652554127464,0.004607825095669545,0.023504277382172367,,,,,,,,,,,,,,,,,,,,
-0.0020901235964193576,2021-06-23,-0.0009043561618290452,2021-06-23,-0.0004621896804161141,2021-06-23,0.052684766182075515,2021-06-23,-0.0016634813371146917,2021-06-23,0.004601357509330217,2021-06-23,0.009027494523947022,2021-06-23,0.006057960563837339,2021-06-23,-0.007808330696135624,2021-06-23,0.00770406609902774,2021-06-23,-0.0020923109531722868,-0.0009047653385757063,-0.00046229652298874693,0.0513438209840323,-0.0016648664584896535,0.0045908036262749564,0.00898699028064022,0.006039684892464124,-0.007838975336826166,0.007674541325381106,,,,,,,,,,,,,,,,,,,,
-0.002168966278282225,2021-06-24,0.005353070003118576,2021-06-24,-0.015622946391951387,2021-06-24,0.035411302984154513,2021-06-24,0.003054062092287646,2021-06-24,0.007604424017799483,2021-06-24,0.007779012414120823,2021-06-24,0.009198179382829297,2021-06-24,0.006987385382834832,2021-06-24,0.010375658489874207,2021-06-24,-0.0021713218924218447,0.00533879325086218,-0.015746270765313524,0.03479874196476401,0.0030494079183388968,0.00757565613554729,0.0077489118978027955,0.009156133762953381,0.0069630867292981,0.010322200799853203,,,,,,,,,,,,,,,,,,,,
-0.0022487770478069047,2021-06-25,-0.006261826028883255,2021-06-25,-0.013806561613952328,2021-06-25,-0.011694312026312326,2021-06-25,6.943050336483125e-05,2021-06-25,-0.005274265574046089,2021-06-25,-0.009085850182530053,2021-06-25,0.010097481612431958,2021-06-25,0.011832571848092499,2021-06-25,0.01739182683103424,2021-06-25,-0.0022513093440042764,-0.006281513490829196,-0.013902758645549816,-0.011763228305736263,6.942809317899214e-05,-0.005288223613288275,-0.009127378255922115,0.010046842643707829,0.011763114340244591,0.01724231998624545,,,,,,,,,,,,,,,,,,,,
0.012546033896471354,2021-06-28,0.013960949944055612,2021-06-28,0.012474089136242261,2021-06-28,0.025079265670402195,2021-06-28,0.00022448684681730668,2021-06-28,0.04180238190893104,2021-06-28,0.05012876971220526,2021-06-28,0.001817593908924886,2021-06-28,-0.0031039533799410712,2021-06-28,0.011307808509393835,2021-06-28,0.012467984541790975,0.013864393524129333,0.012396928694551673,0.024769941961746585,0.00022446165341543075,0.04095227266626273,0.048912794471177044,0.0018159440839547077,-0.00310878063487108,0.01124435315534418,,,,,,,,,,,,,,,,,,,,
0.01150032979373683,2021-06-29,0.009973459646545058,2021-06-29,0.0012340341405479016,2021-06-29,-0.011557681931349095,2021-06-29,-0.002150331224376023,2021-06-29,-0.010544523792268223,2021-06-29,0.0020891076127926844,2021-06-29,-0.001231257815962894,2021-06-29,-0.005792830905815505,2021-06-29,0.000881696510041774,2021-06-29,0.011434703669838156,0.00992405293022833,0.0012332733462509843,-0.011624991064810086,-0.0021526465062406542,-0.010600511204802316,0.0020869284619430763,-0.0012320164366366026,-0.005809674430057333,0.0008813080439965324,,,,,,,,,,,,,,,,,,,,
0.00462099652954473,2021-06-30,-0.0018425719896016934,2021-06-30,-0.0023143032508132766,2021-06-30,-0.0015570796861551495,2021-06-30,-0.0014966346964930821,2021-06-30,-0.011878734884667397,2021-06-30,-0.0012111518481272565,2021-06-30,0.009082889028622088,2021-06-30,0.027094029995416546,2021-06-30,-0.009915639057981984,2021-06-30,0.0046103525031582545,-0.0018442716134772466,-0.0023169853895690052,-0.0015582931945794674,-0.001497755772901307,-0.011949850794973306,-0.00121188588527369,0.009041887678860296,0.026733484686521806,-0.009965126411183616,,,,,,,,,,,,,,,,,,,,
